,IP_Address,Prefix/Suffix_in_Domain,Tiny_URL,@_Symbol,URL_Length,Http/https_in_Domain,Depth_Of_URL,Redirection,Num_of_Dots,Num_of_Hyphens,Num_of_Underscore
352491,0,0,0,0,1,0,4,0,1,8,0
254842,0,0,0,0,1,0,2,0,3,7,0
464545,0,0,0,0,0,0,2,0,2,0,0
370434,0,0,0,0,1,0,2,0,1,10,0
228393,0,0,0,0,1,0,2,0,5,0,0
262269,0,0,0,0,1,0,2,0,2,0,0
420734,0,0,0,0,0,0,3,0,1,0,1
62492,0,0,0,0,1,0,4,0,1,4,0
438509,0,0,0,0,0,0,1,0,2,4,0
323154,0,0,0,0,1,0,3,0,2,5,0
204185,0,0,0,0,1,0,3,0,4,1,9
267072,0,0,0,0,0,0,1,0,1,0,0
160463,0,0,0,0,0,0,2,0,2,0,2
323473,0,0,0,0,0,0,3,0,2,0,1
452505,0,0,0,0,1,0,5,0,2,3,0
407367,0,0,0,0,0,0,4,0,1,0,0
310712,0,0,0,0,0,0,1,0,1,0,0
285310,0,0,0,0,1,0,5,0,5,0,1
481853,0,0,0,0,1,0,7,0,4,0,0
225731,0,0,0,0,0,0,3,0,2,0,3
5208,0,0,0,0,0,0,2,0,2,0,0
501936,0,0,0,0,0,0,3,0,2,0,0
474344,0,0,0,0,0,0,4,0,2,1,0
331010,0,0,0,0,0,0,5,0,1,0,0
206559,0,0,0,0,0,0,1,0,1,0,0
207523,0,0,0,0,0,0,3,0,2,3,1
10669,0,0,0,0,0,0,4,0,1,1,1
100818,0,0,0,0,0,0,1,0,1,0,0
456374,0,0,0,0,0,0,4,0,3,0,0
284834,0,0,0,0,1,0,7,0,4,0,1
6743,0,0,0,0,0,0,2,0,3,0,0
176702,0,0,0,0,0,0,3,0,2,0,0
406597,0,0,0,0,0,0,3,0,2,0,0
495176,0,0,0,0,0,0,3,0,2,0,0
397256,0,0,0,0,0,0,3,0,1,0,0
485844,0,0,0,0,0,0,1,0,2,0,0
220913,0,0,0,0,0,0,2,0,2,0,0
51116,0,0,0,0,1,0,4,0,2,1,0
339768,0,0,0,0,0,0,1,0,1,0,0
483005,0,0,0,0,1,0,5,0,1,6,0
326738,0,0,0,0,1,0,8,0,2,1,0
378465,0,0,0,0,0,0,3,0,1,2,0
111008,0,0,0,0,0,0,2,0,2,1,0
478321,0,0,0,0,0,0,1,0,2,0,1
296901,0,0,0,0,0,0,3,0,2,0,0
347604,0,0,0,0,0,0,3,0,2,0,0
319160,0,0,0,0,0,0,3,0,1,0,2
277274,0,0,0,0,0,0,3,0,3,0,3
210397,0,0,0,0,1,0,2,0,2,15,0
52979,0,0,0,0,0,0,5,0,2,0,0
58623,0,0,0,0,1,0,5,0,2,5,0
416022,0,0,0,0,0,0,3,0,3,0,0
457687,0,0,0,0,0,0,3,0,2,0,0
331960,0,0,0,0,0,0,2,0,3,0,0
14864,0,0,0,0,0,0,3,0,2,0,0
56700,0,0,0,0,0,0,2,0,1,1,0
184978,0,0,0,0,0,0,1,0,1,0,0
417339,0,0,0,0,0,0,3,0,1,3,0
358332,0,0,0,0,1,0,4,0,1,0,1
365013,0,0,0,0,0,0,3,0,1,3,0
371582,0,0,0,0,1,0,5,0,1,7,0
257398,0,0,0,0,0,0,2,0,3,0,0
4496,0,0,0,0,1,0,3,0,1,15,0
510433,0,0,0,0,0,0,2,0,3,0,0
144892,0,0,0,0,1,0,3,0,2,9,0
405775,0,0,0,0,1,0,4,0,1,11,0
388706,0,0,0,0,0,0,2,0,1,1,0
461098,0,0,0,0,1,0,7,0,9,16,2
302348,0,0,0,0,0,0,3,0,2,0,2
88383,0,0,0,0,1,0,2,0,1,9,0
38689,0,0,0,0,1,0,2,0,2,3,0
223332,0,0,0,0,1,0,6,0,2,3,4
184438,0,0,0,0,1,0,10,0,1,0,0
215240,0,0,0,0,0,0,1,0,1,0,0
304649,0,0,0,0,0,0,2,0,2,1,1
306881,0,0,0,0,0,0,2,0,2,1,0
3151,0,0,0,0,1,0,4,0,2,1,0
206758,0,0,0,0,1,0,2,0,2,4,4
460129,0,0,0,0,0,0,3,0,2,0,0
269589,0,0,0,0,1,0,3,0,2,0,2
358657,0,0,0,0,0,0,2,0,2,0,0
77280,0,0,0,0,0,0,3,0,1,1,0
397939,0,0,0,0,0,0,2,0,2,0,0
385347,0,0,0,0,0,0,2,0,1,1,0
213580,0,0,0,0,1,0,5,0,1,2,0
89048,0,0,0,0,1,0,7,0,4,10,0
49282,0,0,0,0,0,0,3,0,2,0,0
73888,0,0,0,0,0,0,5,0,1,0,0
421267,0,0,0,0,1,0,4,0,1,6,0
30066,0,0,0,0,0,0,3,0,1,2,0
280885,0,0,0,0,0,0,0,0,1,0,0
373614,0,0,0,0,0,0,2,0,1,0,0
99488,0,0,0,0,0,0,4,0,2,0,0
512615,0,0,0,0,0,0,4,0,2,1,0
245535,0,0,0,0,0,0,4,0,2,0,0
79607,0,0,0,0,1,0,1,0,5,0,0
320884,0,0,0,0,0,0,3,0,1,3,0
469421,0,0,0,0,0,0,3,0,2,0,1
111624,0,0,0,0,1,0,2,0,2,3,0
40963,0,0,0,0,0,0,4,0,1,0,0
291524,0,0,0,0,0,0,5,0,1,0,0
71537,0,0,0,0,0,0,3,0,2,0,0
77146,0,0,0,0,1,0,8,0,2,0,2
102921,0,0,0,0,1,0,3,0,2,0,1
331000,0,0,0,0,0,0,3,0,2,0,0
206686,0,0,0,0,0,0,3,0,2,0,1
329768,0,0,0,0,1,0,2,0,2,0,6
357502,0,0,0,0,0,0,4,0,1,0,0
455588,0,0,0,0,0,0,3,0,2,0,4
24731,0,0,0,0,0,0,2,0,2,0,0
117885,0,0,0,0,0,0,2,0,3,0,3
500496,0,1,0,0,0,0,2,0,3,4,0
111799,0,0,0,0,0,0,3,0,2,1,0
446030,0,0,0,0,0,0,2,0,2,0,0
45441,0,0,0,0,0,0,1,0,1,0,0
31395,0,0,0,0,1,0,3,0,2,0,6
294606,0,0,0,0,1,0,3,0,2,0,0
338552,0,0,0,0,0,0,4,0,5,0,0
2050,0,0,0,0,1,0,3,0,2,0,0
169195,0,0,0,0,0,0,1,0,1,0,0
365125,0,0,0,0,0,0,3,0,3,0,0
411123,0,0,0,0,0,0,6,0,1,1,0
291625,0,0,0,0,0,0,1,0,1,0,0
293322,0,0,0,0,1,0,3,0,2,0,1
254729,0,1,0,0,1,0,3,0,1,2,0
470657,0,0,0,0,0,0,3,0,2,0,0
110367,0,0,0,0,0,0,2,0,2,0,0
514357,0,0,0,0,1,0,4,0,3,3,0
236550,0,0,0,0,1,0,1,0,1,5,0
444818,0,0,0,0,1,0,1,1,6,1,0
427212,0,0,0,0,0,0,3,0,2,0,0
130547,0,0,0,0,0,0,1,0,1,0,0
38599,0,0,0,0,0,0,3,0,2,0,0
235240,0,0,0,0,1,0,3,0,1,10,0
109455,0,0,0,0,0,0,1,0,2,0,0
404643,0,0,0,0,0,0,1,0,2,1,0
166922,0,0,0,0,0,0,3,0,2,2,0
481054,0,0,0,0,0,0,3,0,1,0,0
60338,0,0,0,0,0,0,2,0,2,0,0
380887,0,0,0,0,0,0,2,0,2,3,3
153276,0,0,0,0,1,0,3,0,1,8,0
178302,0,0,0,0,1,0,5,0,1,8,0
168912,0,0,0,0,0,0,2,0,2,0,0
156113,0,0,0,0,1,0,5,0,1,8,0
52375,0,0,0,0,0,0,4,0,1,1,0
427304,0,0,0,0,0,0,4,0,3,0,0
24409,0,1,0,0,1,0,4,0,1,1,0
218018,0,0,0,0,0,0,3,0,3,3,0
481231,0,0,0,0,1,0,4,0,3,3,0
331696,0,0,0,0,0,0,2,0,1,0,0
28433,0,0,0,0,0,0,3,0,1,0,0
198555,0,0,0,0,0,0,5,0,3,0,1
353797,0,0,0,0,1,0,13,0,2,1,1
343552,0,0,0,0,1,0,4,0,2,7,0
113664,0,0,0,0,0,0,3,0,3,1,0
193751,0,0,0,0,1,0,9,0,3,1,0
231318,0,0,0,0,1,0,6,0,1,5,0
434222,0,0,0,0,0,0,3,0,2,2,0
140655,0,0,0,0,0,0,1,0,2,0,0
450326,0,0,0,0,0,0,3,0,2,0,0
32378,0,0,0,0,1,0,5,0,2,9,0
295288,0,0,0,0,0,0,2,0,3,1,0
213858,0,0,0,0,0,0,3,0,1,2,0
373466,0,0,0,0,0,0,2,0,2,0,0
520566,0,0,0,0,1,0,2,0,6,1,0
333113,0,0,0,0,1,0,4,0,3,0,0
79827,0,0,0,0,0,0,3,0,4,0,0
404415,0,0,0,0,0,0,1,0,1,0,0
521660,0,0,0,0,0,0,2,0,2,0,0
217407,0,0,0,0,1,0,7,0,3,6,1
329999,0,0,0,0,0,0,1,0,2,0,0
248032,0,0,0,0,0,0,1,0,1,0,0
247737,0,0,0,0,0,0,2,0,1,0,0
414943,0,0,0,0,0,0,3,0,3,0,0
358030,0,0,0,0,0,0,6,0,4,0,0
483282,0,0,0,0,0,0,3,0,1,0,0
428900,0,0,0,0,0,0,2,0,2,0,0
168590,0,0,0,0,0,0,1,0,1,0,0
239076,0,0,0,0,0,0,3,0,2,0,1
49329,0,0,0,0,0,0,3,0,2,0,0
28028,0,0,0,0,1,0,4,0,3,1,4
279380,0,0,0,0,1,0,5,0,2,8,0
95359,0,0,0,0,0,0,1,0,1,0,0
323417,0,0,0,0,0,0,2,0,1,1,0
270272,0,0,0,0,0,0,3,0,1,4,0
12826,0,0,0,0,1,0,5,0,2,8,0
329181,0,0,0,0,0,0,2,0,1,0,0
93887,0,0,0,0,0,0,2,0,2,3,0
114531,0,0,0,0,0,0,2,0,3,0,0
130254,0,0,0,0,0,0,4,0,1,1,0
216948,0,0,0,0,1,0,5,0,1,10,0
366225,0,0,0,0,0,0,1,0,1,4,0
246268,0,0,0,0,1,0,3,0,2,0,5
105355,0,0,0,0,0,0,6,0,1,1,0
182609,0,0,0,0,0,0,5,0,1,1,0
479870,0,0,0,0,1,0,3,0,1,7,0
457169,0,0,0,0,0,0,0,0,2,0,0
140231,0,0,0,0,1,0,3,0,1,4,0
295316,0,0,0,0,0,0,3,0,4,1,0
103827,0,0,0,0,0,0,4,0,3,0,0
458415,0,0,0,0,0,0,1,0,1,0,0
173178,0,0,0,0,0,0,3,0,1,3,0
114551,0,0,0,0,0,0,6,0,1,0,1
510629,0,0,0,0,0,0,2,0,2,0,0
390934,0,0,0,0,1,0,9,0,2,0,0
56207,0,0,0,0,0,0,1,0,1,0,0
49751,0,0,0,0,0,0,1,0,1,0,0
16970,0,0,0,0,1,0,4,0,3,6,0
463877,0,0,0,0,0,0,2,0,1,2,0
35569,0,0,0,0,0,0,2,0,2,0,2
467953,0,0,0,0,0,0,2,0,1,1,0
128337,0,0,0,0,0,0,4,0,1,0,0
361035,0,0,0,0,1,0,6,0,1,4,0
40179,0,0,0,0,0,0,5,0,2,0,1
437152,0,0,0,0,1,0,2,0,3,1,0
106285,0,0,0,0,1,0,5,0,7,1,0
186565,0,0,0,0,0,0,5,0,3,0,0
6205,0,0,0,0,1,0,5,0,2,0,0
70409,0,0,0,0,1,0,3,0,4,2,1
480486,0,0,0,0,0,0,4,0,1,3,0
152479,0,0,0,0,0,0,2,0,1,0,0
90113,0,0,0,0,0,0,2,0,1,1,0
158463,0,0,0,0,1,0,4,0,2,7,0
22755,0,0,0,0,0,0,1,0,1,0,0
213018,0,0,0,0,1,0,5,0,3,3,0
65098,0,0,0,0,1,0,3,0,6,1,0
498942,0,0,0,0,0,0,1,0,2,1,0
339812,0,0,0,0,0,0,4,0,1,0,0
49441,0,0,0,0,1,0,5,0,1,2,1
401034,0,0,0,0,0,0,2,0,2,0,0
434949,0,0,0,0,0,0,2,0,1,0,1
209422,0,0,0,0,0,0,3,0,2,0,1
492801,0,0,0,0,0,0,2,0,2,0,0
517616,0,0,0,0,1,0,4,0,2,10,0
406527,0,0,0,0,0,0,3,0,2,0,0
239183,0,0,0,0,1,0,4,0,2,0,1
42928,0,0,0,0,0,0,1,0,1,1,0
35587,0,0,0,0,1,0,5,0,2,1,1
193174,0,0,0,0,0,0,1,0,1,0,0
472756,0,0,0,0,1,0,1,0,3,6,0
287229,0,0,0,0,1,0,3,0,3,1,0
226314,0,0,0,0,1,0,2,0,2,0,0
31654,0,0,0,0,0,0,1,0,1,1,0
337382,0,0,0,0,0,0,1,0,1,2,0
505996,0,0,0,0,1,0,5,0,2,4,0
154988,0,0,0,0,0,0,2,0,2,1,1
8177,0,0,0,0,0,0,3,0,1,2,1
404327,0,0,0,0,0,0,3,0,1,0,2
447732,0,0,0,0,0,0,1,0,3,1,0
188780,0,0,0,0,0,0,3,0,2,0,1
78927,0,0,0,0,1,0,4,0,2,4,0
496230,0,0,0,0,0,0,3,0,2,0,0
471130,0,0,0,0,0,0,3,0,1,2,0
312144,0,0,0,0,1,0,7,0,2,1,1
453002,0,0,0,0,0,0,3,0,3,0,1
224911,0,0,0,0,0,0,1,0,1,0,0
104703,0,0,0,0,0,0,5,0,1,0,0
275106,0,0,0,0,0,0,3,0,4,1,0
211071,0,0,0,0,0,0,2,0,2,0,2
60480,0,0,0,0,0,0,1,0,1,1,0
230697,0,0,0,0,0,0,2,0,3,0,0
139337,0,0,0,0,1,0,3,0,2,0,0
182428,0,0,0,0,0,0,2,0,1,0,0
411347,0,0,0,0,0,0,2,0,3,0,0
284176,0,0,0,0,0,0,3,0,1,4,0
33624,0,0,0,0,1,0,2,0,4,1,0
253605,0,0,0,0,0,0,3,0,2,0,4
224157,0,0,0,0,0,0,2,0,2,1,0
363444,0,0,0,0,1,0,3,0,1,8,0
519708,0,0,0,0,0,0,4,0,2,1,0
246135,0,0,0,0,0,0,2,0,2,0,0
205732,0,0,0,0,1,0,2,0,6,6,0
109168,0,0,0,0,0,0,1,0,1,0,0
467007,0,0,0,0,1,0,5,0,2,0,0
54261,0,0,0,0,0,0,4,0,1,1,0
463583,0,0,0,0,0,0,4,0,1,1,0
90813,0,1,0,0,1,0,2,0,4,1,0
450765,0,0,0,0,0,0,1,0,1,0,0
117875,0,0,0,0,0,0,6,0,1,1,0
163180,0,0,0,0,0,0,1,0,1,0,0
512474,0,0,0,0,0,0,2,0,2,0,0
267188,0,0,0,0,1,0,4,0,1,10,2
47877,0,0,0,0,0,0,1,0,2,0,0
307221,0,0,0,0,1,0,3,0,1,5,0
251693,0,0,0,0,0,0,2,0,2,0,0
222031,0,0,0,0,0,0,4,0,1,0,0
350750,0,0,0,0,0,0,1,0,1,0,0
326715,0,0,0,0,0,0,1,0,1,0,0
310408,0,0,0,0,0,0,2,0,4,1,0
24255,0,0,0,0,0,0,3,0,3,0,0
142841,0,0,0,0,0,0,1,0,2,0,0
358096,0,0,0,0,0,0,2,0,1,0,1
65415,0,0,0,0,0,0,4,0,1,2,0
202950,0,0,0,0,1,0,3,0,1,10,0
143047,0,0,0,0,1,0,4,0,1,8,0
150729,0,0,0,0,0,0,2,0,2,0,0
326735,0,0,0,0,0,0,2,0,2,0,0
499948,0,0,0,0,0,0,2,0,3,0,0
233160,0,0,0,0,1,0,3,0,2,4,2
236634,0,0,0,0,0,0,2,0,2,0,0
385988,0,0,0,0,0,0,2,0,2,0,0
114329,0,0,0,0,1,0,3,0,2,12,0
135676,0,0,0,0,1,0,7,0,1,4,0
84384,0,0,0,0,0,0,1,0,1,0,0
189531,0,0,0,0,0,0,1,0,2,1,0
252352,0,0,0,0,0,0,1,0,1,0,0
299037,0,0,0,0,0,0,1,0,1,0,0
413195,0,0,0,0,1,0,7,0,2,0,0
285188,0,0,0,0,1,0,3,0,2,0,0
246161,0,0,0,0,1,0,4,0,2,1,1
55020,0,0,0,0,1,0,4,0,1,9,0
373149,0,0,0,0,1,0,4,0,3,1,0
361648,0,0,0,0,0,0,2,0,1,0,0
134771,0,0,0,0,0,0,2,0,2,1,0
306020,0,0,0,0,0,0,2,0,3,0,0
142783,0,0,0,0,0,0,3,0,2,0,0
507743,0,1,0,0,0,0,2,0,2,1,0
109909,0,0,0,0,0,0,2,0,1,0,0
29251,0,0,0,0,1,0,4,0,2,10,0
368881,0,0,0,0,1,0,4,0,2,0,2
334205,0,0,0,0,0,0,3,0,1,0,1
37169,0,0,0,0,0,0,2,0,3,1,0
327871,0,0,0,0,1,0,3,0,2,6,0
411957,0,0,0,0,0,0,3,0,2,0,0
302589,0,0,0,0,0,0,2,0,3,0,0
72331,0,0,0,0,0,0,1,0,2,0,0
338446,0,0,0,0,0,0,1,0,2,0,0
293939,0,0,0,0,0,0,1,0,1,0,0
305927,0,0,0,0,1,0,4,0,5,1,0
117911,0,0,0,0,1,0,4,0,2,7,0
242223,0,0,0,0,0,0,2,0,2,0,0
42875,0,0,0,0,0,0,3,0,3,0,0
212139,0,0,0,0,1,0,4,0,1,14,0
151859,0,0,0,0,0,0,4,0,1,3,0
124865,0,0,0,0,0,0,1,0,2,0,0
146482,0,0,0,0,1,0,2,0,5,0,0
282125,0,0,0,0,1,0,8,0,2,3,0
192808,0,0,0,0,0,0,2,0,7,0,0
462551,0,0,0,0,0,0,1,0,1,1,0
484125,0,0,0,0,1,0,5,0,1,1,0
170151,0,0,0,0,1,0,5,0,3,5,0
277832,0,0,0,0,0,0,4,0,1,1,0
482489,0,0,0,0,0,0,2,0,2,0,0
93987,0,0,0,0,0,0,3,0,2,0,0
80389,0,0,0,0,0,0,3,0,2,0,1
486669,0,0,0,0,1,0,5,0,7,0,1
308070,0,0,0,0,0,0,2,0,1,0,0
251197,0,0,0,0,1,0,6,0,2,0,9
406246,0,0,0,0,1,0,2,0,1,9,0
301276,0,0,0,0,0,0,3,0,1,0,1
51590,0,0,0,0,1,0,3,0,6,1,0
129583,0,0,0,0,1,0,6,0,2,4,0
273520,0,0,0,0,0,0,1,0,1,0,0
421661,0,0,0,0,1,0,6,0,2,0,0
30204,0,0,0,0,0,0,3,0,2,0,3
429127,0,0,0,0,1,0,5,0,1,10,0
125740,0,0,0,0,0,0,2,0,1,0,1
79077,0,0,0,0,1,0,4,0,1,0,0
455575,0,0,0,0,1,0,3,0,2,0,0
56399,0,0,0,0,0,0,1,0,2,0,0
291383,0,0,0,0,0,0,1,0,1,0,0
184370,0,0,0,0,0,0,2,0,2,0,0
510527,0,0,0,0,0,0,4,0,1,0,0
226515,0,0,0,0,0,0,4,0,3,0,0
191155,0,0,0,0,1,0,3,0,1,10,0
259403,0,0,0,0,0,0,3,0,2,2,0
378175,0,0,0,0,0,0,1,0,1,0,0
77109,0,0,0,0,1,0,2,0,1,9,0
249620,0,0,0,0,0,0,3,0,2,0,0
376303,0,0,0,0,0,0,4,0,2,0,0
44490,0,0,0,0,0,0,3,0,2,0,0
391120,0,0,0,0,0,0,2,0,2,1,0
376338,0,0,0,0,0,0,3,0,5,0,0
429932,0,0,0,0,0,0,4,0,2,0,0
259060,0,0,0,0,0,0,1,0,2,0,0
244634,0,0,0,0,0,0,4,0,3,1,0
215224,0,0,0,0,0,0,3,0,2,0,1
203268,0,0,0,0,0,0,3,0,2,0,0
259716,0,0,0,0,0,0,1,0,1,0,0
468270,0,0,0,0,0,0,2,0,4,1,0
150407,0,0,0,0,1,0,4,0,1,0,5
510953,0,0,0,0,0,0,3,0,2,0,0
230078,0,0,0,0,0,0,2,0,2,0,0
511575,0,0,0,0,0,0,2,0,4,0,0
167215,0,0,0,0,1,0,3,0,6,2,1
18001,0,0,0,0,0,0,4,0,2,0,0
435677,0,0,0,0,1,0,5,0,2,2,0
181269,0,0,0,0,0,0,2,0,1,0,0
67441,0,0,0,0,1,0,2,0,1,13,0
220660,0,0,0,0,0,0,3,0,2,0,0
434455,0,0,0,0,1,0,3,0,1,1,0
488972,0,0,0,0,0,0,2,0,2,0,0
450598,0,0,0,0,1,0,3,0,3,1,0
376471,0,0,0,0,1,0,6,0,2,0,0
43355,0,0,0,0,1,0,8,0,2,0,1
241718,0,0,0,0,1,0,6,0,1,6,0
187797,0,0,0,0,1,0,1,1,6,1,0
418747,0,0,0,0,1,0,6,0,5,1,1
13508,0,0,0,0,0,0,1,0,2,0,0
36849,0,0,0,0,1,0,2,0,2,4,3
158563,0,0,0,0,0,0,1,0,1,0,0
194233,0,0,0,0,0,0,1,0,1,0,0
405599,0,0,0,0,0,0,2,0,2,0,3
3592,0,0,0,0,0,0,4,0,1,0,0
97528,0,0,0,0,0,0,5,0,2,0,0
148936,0,0,0,0,0,0,2,0,2,0,0
132149,0,0,0,0,1,0,4,0,1,5,0
200474,0,0,0,0,0,0,3,0,1,0,0
340045,0,0,0,0,0,0,3,0,2,0,1
385469,0,0,0,0,0,0,2,0,2,0,0
55952,0,0,0,0,0,0,3,0,3,2,0
281212,0,0,0,0,0,0,4,0,3,2,0
385027,0,0,0,0,1,0,1,0,2,1,0
411914,0,0,0,0,0,0,3,0,1,1,0
220242,0,0,0,0,0,0,1,0,3,0,0
324425,0,0,0,0,0,0,2,0,1,0,0
326250,0,0,0,0,0,0,1,0,1,0,0
486774,0,0,0,0,0,0,3,0,1,0,0
457337,0,0,0,0,0,0,3,0,2,0,0
45241,0,0,0,0,1,0,3,0,2,1,0
430052,0,0,0,0,1,0,5,0,1,12,0
223064,0,0,0,0,0,0,3,0,2,0,1
38155,0,0,0,0,1,0,2,0,1,12,0
93644,0,0,0,0,0,0,3,0,3,0,0
69651,0,0,0,0,1,0,2,0,3,1,4
191141,0,0,0,0,0,0,2,0,3,0,1
128668,0,0,0,0,1,0,3,0,2,0,5
282630,0,0,0,0,0,0,2,0,1,0,0
25993,0,0,0,0,1,0,2,0,1,8,0
125974,0,0,0,0,0,0,1,0,1,0,0
274984,0,0,0,0,0,0,3,0,3,0,0
368701,0,0,0,0,1,0,3,0,2,0,2
276025,0,0,0,0,0,0,2,0,1,0,0
342258,0,0,0,0,1,0,2,0,3,0,0
413518,0,0,0,0,1,0,2,0,2,0,0
113864,0,0,0,0,1,0,4,0,15,0,0
399307,0,0,0,0,0,0,4,0,3,1,0
497121,0,0,0,0,0,0,3,0,1,0,0
35436,0,0,0,0,0,0,1,0,1,0,0
110793,0,0,0,0,1,0,5,0,4,1,0
108381,0,0,0,0,1,0,1,0,12,0,0
421663,0,0,0,0,0,0,1,0,1,0,0
126661,0,0,0,0,0,0,3,0,2,3,0
234266,0,0,0,0,0,0,6,0,2,3,0
275629,0,0,0,0,0,0,1,0,1,1,0
117139,0,0,0,0,0,0,3,0,3,0,0
123166,0,0,0,0,1,0,6,0,1,5,0
