,Label
813,1
814,1
815,0
816,0
817,1
818,1
819,1
820,0
821,0
822,1
823,0
824,1
825,1
826,0
827,1
828,1
829,0
830,0
831,1
832,0
833,1
834,0
835,0
836,1
837,1
838,1
839,0
840,0
841,0
842,1
843,1
844,1
845,0
846,1
847,0
848,0
849,0
850,1
851,1
852,0
853,1
854,0
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,1
863,1
864,0
865,0
866,1
867,1
868,0
869,0
870,0
871,0
872,1
873,0
874,0
875,1
876,1
877,0
878,0
879,0
880,0
881,0
882,1
883,1
884,0
885,1
886,0
887,1
888,1
889,1
890,0
891,0
892,0
893,1
894,1
895,1
896,0
897,1
898,1
899,0
900,0
901,1
902,1
903,0
904,1
905,0
906,1
907,0
908,0
909,0
910,1
911,0
912,0
913,1
914,1
915,1
916,1
917,1
918,0
919,1
920,1
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,1
929,0
930,0
931,1
932,1
933,0
934,0
935,1
936,0
937,1
938,0
939,0
940,1
941,0
942,0
943,1
944,1
945,1
946,0
947,1
948,1
949,1
950,1
951,0
952,0
953,0
954,1
955,1
956,0
957,0
958,1
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,1
972,1
973,1
974,0
975,1
976,0
977,1
978,1
979,1
980,1
981,1
982,1
983,0
984,0
985,1
986,0
987,0
988,0
989,1
990,1
991,1
992,1
993,0
994,1
995,1
996,1
997,0
998,1
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,1
1011,0
1012,0
1013,0
1014,0
1015,1
1016,1
1017,1
1018,0
1019,0
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1042,0
1043,1
1044,0
1045,1
1046,1
1047,1
1048,1
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,1
1056,1
1057,0
1058,1
1059,0
1060,1
1061,1
1062,1
1063,0
1064,0
1065,1
1066,0
1067,0
1068,0
1069,0
1070,1
1071,1
1072,0
1073,1
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,0
1082,0
1083,1
1084,1
1085,0
1086,0
1087,0
1088,1
1089,1
1090,0
1091,1
1092,0
1093,0
1094,0
1095,1
1096,0
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,1
1105,0
1106,1
1107,1
1108,1
1109,1
1110,0
1111,0
1112,0
1113,1
1114,1
1115,1
1116,0
1117,0
1118,1
1119,1
1120,0
1121,1
1122,1
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,1
1138,1
1139,1
1140,0
1141,1
1142,0
1143,0
1144,0
1145,1
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,1
1165,1
1166,1
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,0
1175,0
1176,1
1177,0
1178,1
1179,1
1180,1
1181,1
1182,0
1183,0
1184,0
1185,1
1186,0
1187,1
1188,1
1189,1
1190,1
1191,0
1192,1
1193,0
1194,0
1195,1
1196,0
1197,1
1198,1
1199,0
1200,1
1201,1
1202,0
1203,1
1204,1
1205,1
1206,0
1207,0
1208,1
1209,0
1210,1
1211,0
1212,1
1213,0
1214,0
1215,0
1216,1
1217,0
1218,1
1219,1
1220,0
1221,0
1222,0
1223,0
1224,1
1225,0
1226,0
1227,1
1228,1
1229,0
1230,1
1231,0
1232,0
1233,0
1234,0
1235,1
1236,1
1237,0
1238,0
1239,1
1240,0
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,0
1248,1
1249,0
1250,1
1251,0
1252,0
1253,0
1254,1
1255,0
1256,1
1257,1
1258,1
1259,1
1260,0
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,1
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,1
1276,0
1277,0
1278,1
1279,0
1280,0
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,1
1294,0
1295,0
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,1
1304,0
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,1
1312,0
1313,1
1314,1
1315,1
1316,0
1317,0
1318,0
1319,1
1320,0
1321,1
1322,0
1323,1
1324,0
1325,0
1326,1
1327,0
1328,0
1329,1
1330,0
1331,1
1332,0
1333,1
1334,1
1335,0
1336,0
1337,1
1338,0
1339,1
1340,0
1341,1
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,1
1354,1
1355,1
1356,0
1357,0
1358,1
1359,1
1360,0
1361,1
1362,1
1363,1
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,0
1371,0
1372,1
1373,1
1374,0
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,0
1386,1
1387,1
1388,1
1389,1
1390,0
1391,0
1392,0
1393,0
1394,0
1395,1
1396,1
1397,1
1398,0
1399,0
1400,1
1401,1
1402,0
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,1
1415,1
1416,0
1417,1
1418,0
1419,0
1420,1
1421,0
1422,0
1423,1
1424,0
1425,1
1426,0
1427,0
1428,1
1429,1
1430,0
1431,0
1432,1
1433,1
1434,0
1435,1
1436,0
1437,0
1438,1
1439,0
1440,1
1441,0
1442,1
1443,1
1444,0
1445,1
1446,0
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,0
1454,1
1455,1
1456,1
1457,0
1458,0
1459,0
1460,1
1461,1
1462,0
1463,0
1464,1
1465,0
1466,1
1467,0
1468,0
1469,1
1470,1
1471,1
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,0
1479,0
1480,0
1481,1
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,1
1490,1
1491,1
1492,0
1493,1
1494,0
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0
1503,1
1504,1
1505,0
1506,0
1507,1
1508,0
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,1
1516,1
1517,1
1518,0
1519,0
1520,1
1521,0
1522,1
1523,0
1524,1
1525,0
1526,0
1527,0
1528,0
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,0
1545,0
1546,1
1547,0
1548,1
1549,1
1550,0
1551,0
1552,0
1553,1
1554,0
1555,1
1556,1
1557,1
1558,0
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,0
1566,1
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,1
1578,0
1579,0
1580,0
1581,1
1582,1
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,1
1604,1
1605,1
1606,1
1607,0
1608,1
1609,0
1610,0
1611,1
1612,1
1613,0
1614,1
1615,0
1616,0
1617,0
1618,0
1619,1
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,1
1627,0
1628,1
1629,1
1630,1
1631,0
1632,1
1633,0
1634,1
1635,0
1636,0
1637,0
1638,1
1639,1
1640,0
1641,0
1642,1
1643,0
1644,0
1645,1
1646,0
1647,0
1648,1
1649,1
1650,1
1651,0
1652,1
1653,0
1654,1
1655,1
1656,0
1657,1
1658,1
1659,0
1660,1
1661,0
1662,1
1663,0
1664,1
1665,1
1666,1
1667,0
1668,1
1669,1
1670,1
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,0
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,0
1691,1
1692,1
1693,1
1694,1
1695,0
1696,1
1697,1
1698,0
1699,1
1700,1
1701,1
1702,1
1703,0
1704,1
1705,0
1706,1
1707,1
1708,0
1709,0
1710,0
1711,1
1712,0
1713,1
1714,0
