,Label
813,0
814,1
815,1
816,1
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,0
833,1
834,0
835,0
836,1
837,0
838,0
839,0
840,1
841,0
842,0
843,0
844,0
845,1
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,1
854,0
855,1
856,1
857,1
858,0
859,0
860,0
861,1
862,1
863,1
864,0
865,1
866,1
867,0
868,1
869,0
870,0
871,0
872,0
873,0
874,0
875,1
876,0
877,0
878,1
879,0
880,1
881,1
882,1
883,1
884,0
885,0
886,0
887,0
888,1
889,1
890,1
891,0
892,1
893,0
894,0
895,0
896,1
897,0
898,0
899,1
900,1
901,0
902,0
903,0
904,0
905,1
906,0
907,1
908,1
909,1
910,0
911,0
912,0
913,1
914,0
915,1
916,1
917,0
918,1
919,0
920,1
921,1
922,1
923,1
924,0
925,1
926,1
927,1
928,0
929,1
930,0
931,1
932,0
933,0
934,1
935,1
936,1
937,1
938,0
939,0
940,0
941,1
942,1
943,1
944,1
945,0
946,0
947,0
948,1
949,0
950,0
951,1
952,0
953,1
954,0
955,1
956,1
957,0
958,1
959,0
960,0
961,0
962,0
963,1
964,0
965,1
966,1
967,0
968,0
969,1
970,1
971,0
972,1
973,0
974,0
975,1
976,1
977,1
978,0
979,1
980,0
981,1
982,1
983,1
984,0
985,0
986,1
987,0
988,1
989,1
990,0
991,0
992,0
993,0
994,1
995,1
996,0
997,0
998,1
999,1
1000,1
1001,0
1002,1
1003,0
1004,0
1005,1
1006,1
1007,0
1008,1
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1015,1
1016,0
1017,0
1018,0
1019,0
1020,1
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,1
1032,0
1033,1
1034,1
1035,0
1036,0
1037,0
1038,1
1039,1
1040,0
1041,1
1042,0
1043,1
1044,0
1045,0
1046,0
1047,0
1048,1
1049,1
1050,0
1051,0
1052,1
1053,1
1054,0
1055,1
1056,0
1057,0
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,0
1067,0
1068,0
1069,1
1070,0
1071,1
1072,1
1073,1
1074,0
1075,0
1076,0
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,0
1086,1
1087,1
1088,0
1089,0
1090,1
1091,0
1092,1
1093,0
1094,1
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,0
1102,1
1103,0
1104,0
1105,1
1106,1
1107,0
1108,0
1109,1
1110,1
1111,1
1112,1
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,0
1126,0
1127,1
1128,0
1129,1
1130,1
1131,1
1132,0
1133,1
1134,0
1135,1
1136,0
1137,1
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,0
1166,1
1167,0
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,1
1176,0
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,0
1192,0
1193,0
1194,1
1195,0
1196,0
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,0
1205,0
1206,1
1207,1
1208,0
1209,1
1210,0
1211,1
1212,0
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,1
1225,0
1226,0
1227,1
1228,1
1229,1
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,1
1237,1
1238,0
1239,0
1240,1
1241,0
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,0
1258,1
1259,1
1260,1
1261,0
1262,1
1263,1
1264,1
1265,0
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,1
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,1
1283,1
1284,1
1285,0
1286,1
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,1
1313,0
1314,1
1315,0
1316,1
1317,0
1318,0
1319,0
1320,1
1321,0
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,1
1339,0
1340,0
1341,1
1342,0
1343,0
1344,1
1345,0
1346,1
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,1
1355,0
1356,0
1357,0
1358,1
1359,0
1360,1
1361,1
1362,1
1363,1
1364,1
1365,0
1366,0
1367,1
1368,0
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,0
1378,1
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,1
1393,1
1394,0
1395,1
1396,1
1397,1
1398,0
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,1
1406,1
1407,0
1408,1
1409,0
1410,0
1411,1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,0
1425,1
1426,0
1427,1
1428,0
1429,1
1430,1
1431,0
1432,1
1433,0
1434,1
1435,0
1436,1
1437,1
1438,0
1439,0
1440,1
1441,1
1442,1
1443,1
1444,1
1445,0
1446,1
1447,1
1448,1
1449,0
1450,0
1451,1
1452,1
1453,0
1454,1
1455,1
1456,1
1457,1
1458,0
1459,1
1460,1
1461,0
1462,0
1463,1
1464,1
1465,1
1466,0
1467,1
1468,1
1469,0
1470,0
1471,1
1472,0
1473,1
1474,0
1475,0
1476,1
1477,0
1478,1
1479,1
1480,0
1481,1
1482,0
1483,1
1484,1
1485,0
1486,1
1487,0
1488,0
1489,1
1490,0
1491,0
1492,0
1493,1
1494,0
1495,0
1496,1
1497,0
1498,1
1499,1
1500,1
1501,1
1502,0
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,0
1521,1
1522,1
1523,0
1524,0
1525,1
1526,0
1527,1
1528,1
1529,0
1530,0
1531,1
1532,0
1533,1
1534,0
1535,1
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,0
1560,1
1561,0
1562,0
1563,0
1564,0
1565,1
1566,0
1567,0
1568,1
1569,1
1570,1
1571,1
1572,1
1573,0
1574,0
1575,1
1576,1
1577,1
1578,0
1579,0
1580,0
1581,1
1582,0
1583,1
1584,1
1585,0
1586,1
1587,0
1588,1
1589,1
1590,0
1591,1
1592,1
1593,1
1594,0
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,1
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,1
1619,0
1620,0
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,0
1629,0
1630,0
1631,0
1632,1
1633,0
1634,1
1635,0
1636,1
1637,0
1638,1
1639,1
1640,0
1641,0
1642,1
1643,0
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,0
1651,1
1652,0
1653,1
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,1
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,1
1671,1
1672,0
1673,0
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,0
1683,0
1684,1
1685,1
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,1
1693,0
1694,1
1695,1
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,0
1703,1
1704,1
1705,1
1706,0
1707,0
1708,1
1709,0
1710,0
1711,1
1712,0
1713,1
1714,0
1715,0
1716,0
1717,1
1718,0
1719,0
1720,0
1721,1
1722,1
1723,1
1724,0
1725,1
1726,1
1727,0
1728,0
1729,1
1730,0
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,0
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,1
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,1
1772,0
1773,1
1774,0
1775,1
1776,0
1777,0
1778,1
1779,1
1780,0
1781,1
1782,0
1783,1
1784,1
1785,0
1786,0
1787,0
1788,0
1789,1
1790,1
1791,1
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,0
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,1
1814,1
1815,1
1816,0
1817,0
1818,0
1819,0
1820,0
1821,1
1822,0
1823,1
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,0
1831,1
1832,0
1833,0
1834,0
1835,0
1836,0
1837,1
1838,1
1839,0
1840,1
1841,0
1842,0
1843,0
1844,0
1845,0
1846,1
1847,0
1848,1
1849,0
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,0
1857,1
1858,0
1859,0
1860,1
1861,0
1862,1
1863,1
1864,1
1865,0
1866,0
1867,0
1868,0
1869,1
1870,1
1871,0
1872,1
1873,1
1874,0
1875,0
1876,1
1877,0
1878,1
1879,1
1880,1
1881,1
1882,0
1883,0
1884,0
1885,0
1886,1
1887,1
1888,0
1889,1
1890,0
1891,1
1892,0
1893,0
1894,1
1895,0
1896,0
1897,1
1898,1
1899,0
1900,0
1901,1
1902,1
1903,0
1904,0
1905,0
1906,1
1907,0
1908,0
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,0
1921,0
1922,0
1923,1
1924,0
1925,1
1926,1
1927,1
1928,1
1929,1
1930,0
1931,1
1932,0
1933,1
1934,0
1935,1
1936,0
1937,1
1938,1
1939,0
1940,1
1941,1
1942,0
1943,1
1944,1
1945,0
1946,1
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,1
1954,0
1955,0
1956,1
1957,1
1958,1
1959,1
1960,1
1961,0
1962,0
1963,0
1964,1
1965,1
1966,0
1967,0
1968,0
1969,1
1970,0
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,0
1978,0
1979,1
1980,0
1981,0
1982,0
1983,0
1984,1
1985,0
1986,0
1987,1
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,0
1995,1
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,1
2003,0
2004,0
2005,1
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,0
2017,1
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,1
2025,0
2026,1
2027,1
2028,1
2029,0
2030,1
2031,1
2032,1
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,0
2040,0
2041,1
2042,1
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,1
2054,0
2055,0
2056,0
2057,1
2058,1
2059,1
2060,0
2061,0
2062,1
2063,0
2064,1
2065,1
2066,1
2067,1
2068,1
2069,0
2070,0
2071,0
2072,0
2073,0
2074,1
2075,0
2076,1
2077,0
2078,1
2079,0
2080,0
2081,1
2082,0
2083,1
2084,1
2085,1
2086,1
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,1
2095,1
2096,1
2097,1
2098,0
2099,0
2100,0
2101,0
2102,0
2103,1
2104,0
2105,0
2106,1
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,0
2119,0
2120,1
2121,0
2122,0
2123,1
2124,1
2125,0
2126,0
2127,0
2128,0
2129,1
2130,0
2131,1
2132,1
2133,0
2134,0
2135,0
2136,1
2137,0
2138,0
2139,0
2140,1
2141,0
2142,1
2143,1
2144,0
2145,0
2146,0
2147,0
2148,1
2149,1
2150,0
2151,0
2152,1
2153,1
2154,1
2155,1
2156,0
2157,1
2158,1
2159,0
2160,1
2161,1
2162,1
2163,0
2164,1
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,1
2172,0
2173,0
2174,0
2175,0
2176,1
2177,0
2178,0
2179,0
2180,1
2181,0
2182,0
2183,0
2184,0
2185,0
2186,1
2187,1
2188,1
2189,0
2190,1
2191,0
2192,0
2193,1
2194,1
2195,1
2196,0
2197,1
2198,1
2199,0
2200,0
2201,0
2202,0
2203,1
2204,1
2205,1
2206,0
2207,0
2208,0
2209,0
2210,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,0
2217,1
2218,0
2219,1
2220,0
2221,0
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,0
2229,1
2230,1
2231,1
2232,0
2233,0
2234,0
2235,0
2236,1
2237,0
2238,0
2239,1
2240,1
2241,0
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,0
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,1
2256,1
2257,1
2258,1
2259,0
2260,0
2261,0
2262,0
2263,1
2264,0
2265,1
2266,1
2267,0
2268,0
2269,0
2270,1
2271,0
2272,1
2273,1
2274,0
2275,0
2276,0
2277,1
2278,1
2279,0
2280,0
2281,0
2282,1
2283,1
2284,0
2285,1
2286,0
2287,0
2288,1
2289,0
2290,0
2291,1
2292,1
2293,0
2294,1
2295,1
2296,0
2297,1
2298,1
2299,0
2300,0
2301,0
2302,1
2303,1
2304,1
2305,1
2306,0
2307,1
2308,1
2309,1
2310,0
2311,1
2312,1
2313,0
2314,1
2315,0
2316,1
2317,1
2318,1
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,0
2326,1
2327,0
2328,0
2329,0
2330,0
2331,1
2332,1
2333,0
2334,0
2335,0
2336,0
2337,1
2338,0
2339,0
2340,1
2341,1
2342,0
2343,0
2344,1
2345,0
2346,0
2347,0
2348,1
2349,1
2350,1
2351,1
2352,1
2353,0
2354,1
2355,0
2356,1
2357,0
2358,0
2359,0
2360,0
2361,1
2362,1
2363,0
2364,0
2365,0
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,1
2376,1
2377,1
2378,0
2379,1
2380,1
2381,0
2382,1
2383,1
2384,0
2385,1
2386,1
2387,0
2388,0
2389,0
2390,1
2391,0
2392,1
2393,1
2394,0
2395,1
2396,1
2397,0
2398,0
2399,1
2400,1
2401,1
2402,1
2403,0
2404,0
2405,0
2406,1
2407,0
2408,1
2409,1
2410,0
2411,0
2412,0
2413,0
2414,1
2415,0
2416,1
2417,0
2418,1
2419,1
2420,0
2421,1
2422,0
2423,0
2424,1
2425,1
2426,0
2427,0
2428,0
2429,1
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,0
2438,1
2439,0
2440,1
2441,1
2442,1
2443,0
2444,1
2445,0
2446,0
2447,1
2448,1
2449,0
2450,1
2451,1
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,1
2459,1
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,0
2467,1
2468,0
2469,1
2470,0
2471,0
2472,1
2473,0
2474,1
2475,1
2476,0
2477,0
2478,1
2479,1
2480,1
2481,0
2482,0
2483,1
2484,1
2485,1
2486,0
2487,1
2488,0
2489,0
2490,1
2491,1
2492,0
2493,0
2494,1
2495,0
2496,1
2497,0
2498,1
2499,0
2500,0
2501,1
2502,1
2503,1
2504,0
2505,1
2506,0
2507,1
2508,0
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,0
2516,0
2517,0
2518,0
2519,0
2520,1
2521,0
2522,1
2523,1
2524,1
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,0
2532,0
2533,1
2534,0
2535,1
2536,0
2537,1
2538,0
2539,0
2540,1
2541,1
2542,1
2543,1
2544,0
2545,1
2546,1
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,1
2554,0
2555,0
2556,0
2557,1
2558,1
2559,0
2560,0
2561,0
2562,1
2563,0
2564,0
2565,0
2566,1
2567,0
2568,0
2569,1
2570,1
2571,0
2572,1
2573,1
2574,1
2575,1
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,1
2583,1
2584,0
2585,0
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2592,1
2593,0
2594,1
2595,0
2596,0
2597,1
2598,1
2599,0
2600,0
2601,0
2602,0
2603,1
2604,0
2605,1
2606,0
2607,1
2608,1
2609,1
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,1
2620,1
2621,0
2622,0
2623,1
2624,0
2625,1
2626,0
2627,1
2628,0
2629,0
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,0
2637,0
2638,0
2639,1
2640,0
2641,1
2642,0
2643,1
2644,1
2645,0
2646,0
2647,1
2648,0
2649,1
2650,0
2651,1
2652,0
2653,1
2654,0
2655,0
2656,1
2657,1
2658,1
2659,0
2660,1
2661,0
2662,0
2663,0
2664,1
2665,1
2666,0
2667,1
2668,0
2669,1
2670,1
2671,1
2672,0
2673,1
2674,0
2675,0
2676,1
2677,1
2678,0
2679,0
2680,0
2681,1
2682,0
2683,1
2684,1
2685,1
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,1
2693,0
2694,1
2695,0
2696,0
2697,1
2698,1
2699,0
2700,0
2701,1
2702,1
2703,1
2704,0
2705,1
2706,0
2707,0
2708,1
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,1
2716,0
2717,0
2718,1
2719,0
2720,1
2721,0
2722,0
2723,1
2724,0
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,0
2732,0
2733,0
2734,0
2735,1
2736,0
2737,1
2738,1
2739,0
2740,1
2741,0
2742,1
2743,1
2744,1
2745,1
2746,0
2747,0
2748,1
2749,0
2750,1
2751,0
2752,0
2753,0
2754,0
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,1
2762,0
2763,1
2764,1
2765,0
2766,0
2767,0
2768,1
2769,1
2770,1
2771,1
2772,0
2773,0
2774,0
2775,0
2776,0
2777,1
2778,1
2779,1
2780,0
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,0
2788,0
2789,1
2790,0
2791,1
2792,0
2793,0
2794,1
2795,1
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,0
2803,1
2804,1
2805,1
2806,0
2807,1
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,1
2819,0
2820,0
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,0
2828,1
2829,1
2830,1
2831,0
2832,1
2833,0
2834,1
2835,1
2836,1
2837,1
2838,0
2839,0
2840,0
2841,0
2842,0
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,0
2857,0
2858,0
2859,1
2860,0
2861,1
2862,1
2863,1
2864,1
2865,1
2866,0
2867,1
2868,0
2869,1
2870,1
2871,0
2872,1
2873,0
2874,0
2875,0
2876,1
2877,1
2878,1
2879,1
2880,0
2881,1
2882,0
2883,1
2884,1
2885,0
2886,0
2887,1
2888,1
2889,0
2890,1
2891,0
2892,0
2893,0
2894,0
2895,0
2896,1
2897,0
2898,0
2899,1
2900,0
2901,1
2902,0
2903,1
2904,0
2905,0
2906,1
2907,1
2908,1
2909,0
2910,1
2911,1
2912,1
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,0
2928,1
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,1
2936,1
2937,1
2938,0
2939,0
2940,0
2941,0
2942,1
2943,0
2944,1
2945,1
2946,0
2947,1
2948,1
2949,1
2950,0
2951,0
2952,1
2953,1
2954,0
2955,0
2956,0
2957,1
2958,1
2959,0
2960,0
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,1
2969,0
2970,1
2971,0
2972,0
2973,0
2974,0
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,1
2983,0
2984,0
2985,1
2986,0
2987,0
2988,0
2989,0
2990,0
2991,1
2992,0
2993,0
2994,1
2995,1
2996,1
2997,0
