,Label
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,0
1073,1
1074,1
1075,1
1076,1
1077,0
1078,0
1079,0
1080,1
1081,1
1082,1
1083,1
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,1
1098,0
1099,0
1100,1
1101,0
1102,1
1103,1
1104,1
1105,0
1106,0
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,0
1115,0
1116,0
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,1
1129,1
1130,0
1131,0
1132,1
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,0
1140,1
1141,1
1142,1
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,1
1156,0
1157,1
1158,0
1159,1
1160,0
1161,1
1162,0
1163,1
1164,0
1165,0
1166,1
1167,1
1168,1
1169,1
1170,1
1171,0
1172,0
1173,0
1174,1
1175,1
1176,1
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,0
1190,0
1191,1
1192,0
1193,0
1194,1
1195,1
1196,1
1197,0
1198,0
1199,1
1200,0
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,0
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,0
1222,0
1223,0
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,0
1232,0
1233,1
1234,0
1235,0
1236,1
1237,0
1238,0
1239,1
1240,1
1241,1
1242,0
1243,1
1244,0
1245,0
1246,1
1247,0
1248,0
1249,1
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,0
1269,1
1270,0
1271,1
1272,1
1273,1
1274,0
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,1
1283,0
1284,0
1285,1
1286,1
1287,1
1288,1
1289,1
1290,0
1291,1
1292,1
1293,1
1294,0
1295,1
1296,0
1297,1
1298,1
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,0
1306,0
1307,1
1308,1
1309,0
1310,1
1311,0
1312,1
1313,1
1314,1
1315,0
1316,1
1317,0
1318,0
1319,0
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,0
1328,0
1329,1
1330,1
1331,1
1332,0
1333,0
1334,1
1335,1
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,1
1350,0
1351,0
1352,1
1353,1
1354,1
1355,1
1356,0
1357,0
1358,1
1359,0
1360,1
1361,0
1362,0
1363,0
1364,1
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,0
1372,1
1373,0
1374,1
1375,1
1376,1
1377,0
1378,1
1379,0
1380,1
1381,0
1382,0
1383,0
1384,1
1385,1
1386,0
1387,1
1388,0
1389,0
1390,1
1391,1
1392,0
1393,0
1394,1
1395,1
1396,0
1397,1
1398,0
1399,1
1400,0
1401,0
1402,1
1403,1
1404,0
1405,1
1406,0
1407,0
1408,0
1409,0
1410,1
1411,1
1412,1
1413,0
1414,1
1415,0
1416,1
1417,0
1418,0
1419,1
1420,1
1421,0
1422,0
1423,0
1424,0
1425,1
1426,0
1427,1
1428,0
1429,1
1430,1
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,1
1444,0
1445,0
1446,1
1447,0
1448,1
1449,0
1450,0
1451,1
1452,0
1453,0
1454,1
1455,0
1456,1
1457,1
1458,0
1459,0
1460,1
1461,1
1462,1
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,1
1471,1
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,0
1479,1
1480,1
1481,0
1482,1
1483,0
1484,0
1485,1
1486,1
1487,0
1488,0
1489,1
1490,1
1491,1
1492,0
1493,1
1494,0
1495,0
1496,1
1497,1
1498,0
1499,0
1500,1
1501,0
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,1
1509,1
1510,0
1511,0
1512,0
1513,1
1514,1
1515,1
1516,1
1517,1
1518,0
1519,1
1520,1
1521,0
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,1
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,0
1536,1
1537,0
1538,0
1539,1
1540,0
1541,1
1542,1
1543,1
1544,0
1545,1
1546,1
1547,1
1548,1
1549,0
1550,0
1551,1
1552,0
1553,0
1554,1
1555,1
1556,1
1557,1
1558,0
1559,0
1560,0
1561,0
1562,0
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,1
1570,1
1571,0
1572,0
1573,1
1574,1
1575,1
1576,1
1577,0
1578,1
1579,1
1580,1
1581,0
1582,1
1583,0
1584,0
1585,1
1586,0
1587,1
1588,0
1589,0
1590,1
1591,1
1592,1
1593,0
1594,0
1595,1
1596,0
1597,1
1598,0
1599,0
1600,0
1601,1
1602,0
1603,0
1604,0
1605,0
1606,1
1607,0
1608,1
1609,0
1610,0
1611,1
1612,0
1613,0
1614,1
1615,1
1616,0
1617,0
1618,0
1619,1
1620,0
1621,1
1622,0
1623,0
1624,0
1625,0
1626,1
1627,0
1628,0
1629,0
1630,1
1631,0
1632,1
1633,1
1634,0
1635,1
1636,0
1637,1
1638,0
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,1
1646,0
1647,0
1648,1
1649,1
1650,1
1651,0
1652,0
1653,0
1654,1
1655,0
1656,0
1657,0
1658,1
1659,1
1660,0
1661,1
1662,1
1663,0
1664,1
1665,0
1666,1
1667,1
1668,1
1669,0
1670,0
1671,1
1672,0
1673,0
1674,1
1675,1
1676,1
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,0
1692,1
1693,0
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,1
1703,1
1704,1
1705,0
1706,1
1707,0
1708,1
1709,0
1710,1
1711,1
1712,0
1713,1
