,IP_Address,Prefix/Suffix_in_Domain,Tiny_URL,@_Symbol,URL_Length,Http/https_in_Domain,Depth_Of_URL,Redirection,Google_Index,WHOIS_Domain,DNS_Record,Registration_Length,Num_of_Dots,Num_of_Hyphens,Num_of_Underscore
2353,1,0,0,0,1,0,7,0,1,0,0,948,5,1,0
7203,0,1,0,0,0,0,4,0,1,0,0,118,1,1,0
6319,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
6799,0,0,0,0,0,0,0,0,0,0,0,2987,2,0,0
5749,0,1,0,0,1,0,5,0,1,0,0,61,1,1,1
6356,0,0,0,0,1,0,1,0,0,0,0,73,1,5,0
2994,0,0,0,0,0,0,0,0,0,0,0,2864,2,0,0
11313,0,0,0,0,0,0,2,0,0,0,0,3479,3,0,0
4112,0,0,0,0,0,0,2,0,0,0,0,512,2,0,2
10354,0,1,0,0,0,0,0,0,0,0,0,255,2,1,0
673,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0
60,0,1,0,0,0,0,0,0,1,0,0,268,2,1,0
1368,1,0,0,0,1,0,0,0,1,0,0,190,2,4,0
4361,0,0,0,0,0,0,2,0,1,1,0,0,5,0,0
4763,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3477,0,0,0,0,0,0,0,0,0,0,0,262,3,0,0
892,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
6652,0,1,0,0,0,0,1,0,0,0,0,298,3,2,0
1758,0,0,0,0,0,0,2,0,0,0,0,1755,2,0,0
7091,0,1,0,0,0,0,2,0,0,0,0,197,2,1,0
9809,1,0,1,0,1,0,2,0,1,0,0,217,5,2,0
9425,0,0,1,0,0,0,0,0,0,0,0,370,2,0,0
9097,1,1,0,0,1,0,2,0,0,0,0,735,2,5,0
7915,0,0,0,0,1,0,2,0,1,0,0,307,2,2,0
1068,0,0,0,0,0,0,0,0,0,0,0,116,2,0,0
9211,0,0,0,0,0,0,0,0,0,0,0,322,2,0,0
2636,1,0,0,0,1,0,2,0,1,0,0,523,3,0,0
7492,1,0,0,0,1,0,2,0,0,0,0,270,3,0,2
10797,1,0,0,0,1,0,1,0,1,0,0,358,14,0,0
6836,0,0,0,0,0,0,1,0,1,0,0,86,2,0,0
10962,0,0,0,0,1,0,3,0,0,0,0,257,2,5,0
3206,0,0,0,0,1,0,2,0,0,0,0,333,3,2,0
10114,0,0,1,0,1,0,1,0,1,0,0,227,5,0,0
3787,0,0,0,0,0,0,2,0,0,0,0,246,2,0,0
701,0,0,0,0,1,0,3,0,1,0,0,248,4,0,1
8505,1,1,0,0,1,0,2,0,1,0,0,25,4,1,0
10543,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
4666,0,0,0,0,1,0,3,0,1,0,0,303,2,0,1
11032,0,0,0,0,1,0,1,0,0,0,0,72,3,3,0
4034,1,0,0,0,1,0,4,0,1,0,0,143,1,2,0
6772,0,0,1,0,0,0,0,0,0,0,0,427,2,0,0
2021,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
4332,0,0,0,0,0,0,1,0,0,0,0,3480,3,0,0
542,1,0,0,0,1,0,2,0,0,0,0,1450,3,0,0
2324,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
7273,1,1,0,0,1,0,2,0,1,0,0,15,4,1,2
4294,0,0,0,0,0,0,1,0,0,0,0,1049,2,0,0
1166,1,0,0,0,1,0,16,0,1,0,0,160,2,0,3
9978,0,1,0,0,0,0,3,0,1,0,0,224,2,1,0
3066,0,0,0,0,1,0,8,0,0,1,0,660,3,4,0
9471,0,0,0,0,1,0,3,0,1,0,0,259,3,0,0
1246,1,0,0,0,1,0,5,0,1,1,0,0,3,1,0
4192,0,1,0,0,1,0,2,0,1,0,0,531,2,1,0
3923,0,0,0,0,1,0,6,0,1,0,0,142,3,0,2
2549,0,1,1,0,1,0,2,0,1,0,0,704,3,7,0
2909,0,0,0,0,0,0,0,0,0,0,0,171,2,0,0
1533,0,1,0,0,1,0,5,0,1,0,0,267,1,1,0
4834,1,0,0,0,1,0,2,0,0,0,0,270,3,0,0
2238,0,0,0,0,0,0,0,0,1,0,0,232,1,0,0
8658,0,1,0,0,1,0,2,0,1,0,0,952,3,1,0
7770,0,0,0,0,0,0,0,0,0,0,0,226,2,0,0
1359,0,0,0,0,0,0,0,0,1,0,0,357,3,0,0
2744,0,0,0,1,1,0,5,0,0,1,0,0,5,0,0
9785,0,0,0,0,0,0,0,0,0,0,0,380,2,0,0
8121,0,0,0,0,1,0,1,0,0,0,0,85,1,0,0
10074,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
3248,0,0,0,0,0,0,4,0,1,1,0,0,3,0,0
4712,0,0,0,0,0,0,0,0,0,0,0,138,1,0,0
1338,0,1,1,0,0,0,2,0,1,0,0,362,1,1,0
6122,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
3103,1,0,0,0,1,0,0,0,0,0,0,158,2,0,0
8458,0,0,0,0,0,0,2,0,0,0,0,322,2,1,0
2128,0,0,0,0,1,0,6,0,1,0,0,289,5,0,2
691,0,0,0,0,0,0,0,0,1,0,0,44,4,0,0
4467,0,0,0,0,0,0,1,0,1,0,0,373,2,2,0
8484,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7374,0,0,0,0,1,0,5,0,0,0,0,129,2,3,0
7777,0,0,0,0,1,0,7,0,1,0,0,335,3,0,1
10043,0,0,0,0,1,0,3,0,1,0,0,0,3,0,0
8651,0,1,0,0,0,0,1,0,1,0,0,363,1,1,0
5419,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0
212,0,0,0,0,0,0,0,0,1,0,0,86,2,0,0
1756,1,0,1,0,1,0,1,1,0,0,0,2975,14,0,0
4989,0,0,0,0,0,0,2,0,1,0,0,266,1,0,0
397,0,0,0,0,1,0,2,1,1,0,0,2,5,0,0
4104,0,0,0,0,1,0,1,0,0,0,0,162,1,4,0
837,1,0,0,0,1,0,4,0,1,0,0,221,2,0,0
3214,0,0,0,0,1,0,4,0,0,0,0,86,2,3,0
7037,0,0,0,0,1,0,2,0,0,0,0,986,2,4,0
4394,0,1,0,0,0,0,2,0,0,0,0,199,2,1,0
4514,1,0,0,0,1,0,5,0,1,0,0,132,3,0,1
7965,0,1,0,0,1,0,5,0,1,0,0,277,2,1,0
10297,0,0,0,0,0,0,0,0,0,0,0,302,2,0,0
8976,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
6932,0,1,0,0,1,0,3,0,1,0,0,230,2,1,0
7785,0,0,0,0,0,0,1,0,0,0,0,449,2,0,0
7383,0,0,0,0,0,0,1,0,0,0,0,263,2,0,0
11010,0,0,0,0,0,0,2,0,0,0,0,1703,3,0,1
6705,0,0,0,0,0,0,0,0,0,0,0,1048,2,0,0
5306,0,0,0,0,0,0,1,0,0,0,0,207,2,1,0
4825,0,0,0,0,0,0,3,0,0,0,0,1079,3,0,1
9975,1,0,0,0,1,0,1,0,1,0,0,34,2,0,0
1263,0,0,0,0,0,0,1,0,1,0,0,182,2,0,0
2375,0,1,0,0,1,0,6,0,1,0,0,316,2,1,0
6225,0,0,0,0,1,0,3,0,0,0,0,2538,2,0,3
1315,0,0,0,0,1,0,5,0,1,0,0,137,3,0,3
5300,0,0,0,1,1,0,1,0,1,0,0,81,5,0,0
1848,0,0,0,0,0,0,3,0,1,0,0,558,3,0,0
4931,0,0,0,0,0,0,3,0,0,0,0,407,2,0,0
100,0,0,1,0,0,0,1,0,1,0,0,545,2,0,0
1020,0,0,0,0,1,0,3,0,0,0,0,745,1,9,0
4035,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
7591,0,1,0,0,1,0,2,0,0,0,0,989,2,6,0
9619,0,0,0,0,0,0,2,0,1,0,0,134,2,0,0
11183,0,0,1,0,0,0,0,0,0,0,0,1294,2,0,0
1843,0,0,0,0,1,0,4,0,0,0,0,3567,3,0,0
5717,0,1,0,0,0,0,2,0,0,0,0,386,2,1,0
6920,0,0,0,0,0,0,3,0,0,0,0,3481,3,0,0
4276,0,0,0,0,0,0,1,0,0,0,0,3591,3,2,0
6379,0,1,0,0,1,0,4,0,0,0,0,70,3,2,0
1775,0,1,0,0,1,0,3,0,0,1,0,0,3,3,0
8103,0,0,0,0,0,0,2,0,0,0,0,905,2,0,2
6450,0,0,1,0,0,0,0,0,1,0,0,230,2,0,0
5057,0,0,0,0,0,0,4,0,1,0,1,338,2,0,0
8853,0,0,1,0,1,0,4,0,1,0,0,228,4,2,0
6821,0,0,1,0,1,0,4,0,1,0,0,217,4,0,0
8033,0,0,0,0,0,0,0,0,1,0,1,308,2,0,0
866,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1638,0,0,0,0,0,0,3,0,1,0,0,1070,3,0,0
4195,0,0,0,0,0,0,1,0,0,0,0,182,1,0,0
2577,0,0,0,0,1,0,3,0,0,0,0,593,2,10,0
627,0,0,0,0,0,0,1,0,1,0,0,188,1,0,0
1695,0,0,0,0,0,0,0,0,0,0,0,256,2,0,0
7153,0,0,0,0,1,0,6,0,1,0,0,198,3,0,0
5998,0,0,0,0,0,0,0,0,0,0,0,324,2,0,0
10995,0,0,0,0,0,0,0,0,0,0,0,200,2,0,0
3427,0,0,0,0,0,0,0,0,1,0,0,256,2,0,0
8414,0,0,0,0,0,0,1,0,1,0,0,182,2,2,0
6688,0,0,0,0,0,0,1,0,0,0,0,205,2,0,0
6972,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0
7836,0,1,0,0,1,0,4,0,1,0,0,0,3,1,0
5715,0,0,0,0,0,0,0,0,0,0,0,276,2,0,0
2938,0,0,0,1,1,0,3,0,1,0,0,305,3,0,0
1175,0,0,0,0,0,0,1,0,1,0,0,302,3,1,0
1378,0,0,0,0,0,0,2,0,0,0,0,137,2,0,1
9306,0,0,0,0,1,0,3,0,1,0,0,444,3,0,0
5858,0,1,0,0,0,0,1,0,0,0,0,1174,2,1,0
8229,0,0,0,0,1,0,3,0,1,0,0,4,3,0,0
5970,1,0,0,0,1,0,2,0,0,0,0,272,3,1,0
8340,0,0,0,0,0,0,1,0,0,0,0,2509,2,0,0
5845,0,1,0,0,1,0,3,0,1,0,0,0,3,1,1
2853,0,0,0,0,0,0,1,0,0,0,0,2509,2,0,0
9889,0,1,1,0,0,0,1,0,1,0,0,218,4,2,0
4788,0,1,1,0,0,0,2,0,1,0,0,3472,2,1,0
5686,0,0,0,0,0,0,0,0,0,0,0,2043,2,0,0
1600,0,1,0,0,0,0,3,0,1,0,0,327,3,1,0
3459,0,0,0,0,0,0,0,0,1,0,0,282,2,0,0
174,0,0,0,0,0,0,2,0,1,0,0,149,3,0,0
1514,0,0,0,0,1,0,1,0,0,0,0,275,3,4,0
6091,0,0,0,0,0,0,1,0,1,0,0,121,3,0,1
822,0,0,0,0,1,0,25,0,1,0,0,670,8,0,0
4761,0,0,0,0,0,0,1,0,1,0,0,2430,2,0,0
11154,0,0,0,0,0,0,2,0,0,0,0,904,2,0,0
3135,1,1,1,0,1,0,5,0,1,0,0,382,3,1,4
3837,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
9281,0,1,0,0,1,0,5,0,1,0,0,335,2,1,0
6528,0,0,0,0,1,0,4,0,0,0,0,1675,2,7,1
5910,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8289,0,0,0,0,0,0,0,0,0,0,0,1047,2,0,0
21,0,0,0,0,1,0,3,0,0,0,0,2083,2,3,0
1190,0,0,0,0,0,0,0,0,0,0,0,1764,2,0,0
10978,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0
5525,0,0,1,0,1,0,1,0,0,0,0,79,3,3,0
11071,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0
1065,0,0,0,0,0,0,1,0,1,0,0,3365,3,0,0
10640,0,0,0,0,1,0,2,0,1,0,0,357,3,0,2
5476,0,0,1,0,0,0,0,0,0,0,0,888,2,0,0
4714,0,0,0,0,0,0,2,0,1,0,0,632,2,0,0
9213,0,0,1,0,0,0,0,0,0,0,0,371,2,2,0
6155,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0
9593,0,0,0,0,1,0,2,0,1,0,0,952,3,0,0
6756,0,0,0,0,0,0,0,0,0,0,0,1048,2,0,0
5312,0,1,0,0,0,0,2,0,1,0,0,355,4,1,0
4944,0,0,1,0,0,0,0,0,0,0,0,373,2,1,0
5588,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0
2566,0,1,0,0,0,0,0,0,0,0,0,351,2,1,0
10698,0,0,0,0,0,0,0,0,0,0,0,233,2,0,0
709,1,1,0,0,1,0,5,0,1,1,0,0,2,1,0
7180,0,0,0,0,0,0,2,0,0,0,0,632,2,0,0
499,1,0,0,0,1,0,2,0,0,0,0,76,2,0,0
4726,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
7149,1,0,0,1,0,0,2,0,1,1,1,0,4,0,0
529,0,0,0,0,1,0,5,0,1,0,0,368,4,0,2
7003,0,0,0,0,1,0,2,0,1,0,0,659,2,2,11
1073,0,0,0,0,0,0,0,0,0,0,0,207,2,0,0
2648,0,0,0,0,0,0,3,0,1,0,0,346,1,1,0
3697,0,0,0,0,0,0,0,0,1,0,0,1360,2,0,0
4009,0,0,0,0,0,0,1,0,1,0,0,758,3,0,0
5948,0,1,1,0,0,0,0,0,1,0,0,373,2,1,0
760,0,0,1,0,0,0,0,0,0,0,0,87,2,0,0
2181,1,0,0,0,1,0,2,0,1,0,0,25,4,0,2
7278,0,0,1,0,1,0,4,0,1,0,0,228,4,2,0
10407,0,0,0,0,0,0,2,0,0,0,0,3251,3,2,0
8718,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0
1611,0,0,0,0,0,0,1,0,1,0,0,353,2,0,0
6086,0,0,0,0,0,0,0,0,0,0,0,1978,2,0,0
2028,1,0,0,0,1,0,3,0,1,0,0,76,1,0,0
567,0,1,0,0,1,0,2,0,1,0,0,1007,2,9,0
10853,0,0,0,0,0,0,0,0,0,0,0,3157,2,0,0
3851,0,0,0,0,0,0,2,0,0,0,0,297,2,1,0
10620,1,0,0,0,1,0,0,0,0,0,0,157,2,0,0
10669,0,1,0,0,0,0,1,0,1,0,0,130,1,1,0
5450,1,0,0,0,1,0,1,0,1,0,0,246,1,0,0
3946,0,0,1,0,0,0,1,0,1,0,0,218,4,2,0
222,0,0,0,0,1,0,4,0,0,0,0,145,4,0,2
966,0,0,0,0,0,0,2,0,1,0,0,179,3,0,0
6774,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
11379,0,0,0,0,0,0,0,0,0,0,0,722,2,0,0
2168,0,0,0,0,0,0,0,0,0,0,0,786,2,0,0
10258,0,0,0,0,0,0,1,0,0,0,0,2509,2,0,0
6014,1,1,0,0,1,0,8,0,1,0,0,220,3,1,0
11031,0,0,0,0,0,0,2,0,1,0,0,247,3,0,0
7750,0,0,0,0,0,0,0,0,1,0,0,187,2,0,0
6394,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0
2766,1,0,0,0,0,0,4,0,0,0,0,2336,1,0,0
8353,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
10736,0,1,1,0,1,0,2,0,1,0,0,228,5,1,0
5098,0,0,1,0,0,0,0,0,0,0,0,33,2,0,0
4221,1,0,0,0,1,0,1,0,0,0,0,333,4,2,2
6801,0,0,0,0,0,0,0,0,1,0,0,948,2,0,0
8873,0,1,0,0,1,0,7,0,1,0,0,241,4,1,1
1523,0,0,0,0,0,0,0,0,0,0,0,596,1,0,0
10539,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
5183,0,0,0,0,0,0,1,0,0,0,0,1418,2,3,0
3947,1,1,0,0,1,0,2,0,1,0,0,14,4,1,2
10398,0,0,0,0,0,0,0,0,0,0,0,405,2,0,0
9807,0,0,1,0,0,0,0,0,1,0,0,373,2,0,0
2035,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0
10443,0,0,0,0,0,0,2,0,0,0,0,982,2,1,0
4262,0,0,0,0,0,0,1,0,1,0,0,520,1,1,0
10053,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0
3571,1,0,0,0,0,0,1,0,0,0,0,1261,2,0,0
2194,0,0,0,0,0,0,2,0,0,0,0,904,2,0,1
3438,0,1,0,0,0,0,0,0,1,0,1,108,2,1,0
8856,0,1,0,0,1,0,4,0,1,0,0,247,2,7,0
8710,0,0,0,0,1,0,2,0,0,0,0,905,2,0,4
7260,0,0,1,0,0,0,0,0,0,0,0,370,2,0,0
3210,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
1459,0,0,0,0,0,0,0,0,1,0,0,242,2,0,0
7122,0,0,0,0,1,1,2,0,1,0,0,374,8,0,0
10277,1,0,1,0,1,0,2,0,1,0,0,228,5,0,0
3631,0,0,0,0,0,0,1,0,1,1,0,203,1,0,0
9137,0,0,0,0,1,0,1,0,0,0,0,2656,3,0,1
5837,0,0,0,0,0,0,0,0,1,0,0,364,4,0,0
1041,0,0,0,0,0,0,2,0,1,0,0,279,2,0,0
4047,0,0,0,0,0,0,3,0,1,0,0,1072,2,0,0
10197,1,0,0,0,1,0,3,0,1,0,0,77,2,0,0
9519,0,0,1,0,1,0,2,0,1,0,0,340,2,0,2
689,0,0,0,0,1,0,1,0,0,0,0,2964,3,6,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8553,0,1,0,0,0,0,1,0,1,0,0,644,3,1,0
6841,0,0,0,0,0,0,1,0,1,0,0,263,2,0,0
8223,0,0,0,0,0,0,2,0,1,0,0,344,1,2,0
1894,0,0,0,0,1,0,5,0,1,0,0,516,4,0,1
7219,0,0,0,0,1,0,1,0,1,0,0,755,2,4,0
7852,0,0,0,0,0,0,1,0,1,0,0,141,3,0,0
4029,0,0,0,0,0,0,2,0,0,0,0,904,2,0,0
732,0,0,1,0,1,0,2,0,1,0,0,228,5,3,0
7633,0,0,0,0,0,0,1,0,1,0,0,1933,2,0,0
10006,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2273,0,0,0,0,0,0,3,0,1,0,0,308,3,0,0
3186,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3358,0,0,1,0,1,0,1,0,1,0,0,228,4,3,0
8308,0,1,1,0,0,0,2,0,0,0,0,892,3,1,1
8193,1,0,0,0,0,0,0,0,0,0,0,1048,2,0,2
10215,0,1,0,0,0,0,2,0,0,0,0,198,2,1,0
9441,0,0,0,0,0,0,0,0,1,0,1,176,2,3,0
590,0,0,0,0,1,0,2,0,1,0,0,952,3,0,0
2450,0,0,1,1,1,0,1,0,1,0,0,217,5,0,0
9499,0,1,1,0,1,0,5,0,1,0,0,382,2,1,3
10715,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7247,0,0,1,0,0,0,3,0,1,0,0,45,2,0,0
1723,0,0,0,0,1,0,2,0,0,0,0,191,3,4,0
11330,0,0,0,0,0,0,1,0,1,0,0,105,2,0,0
7048,0,1,0,0,0,0,0,0,1,0,0,303,2,1,0
